orf.name	ORF.type	score.(Agg)	score.(iPSC)	score.(MB1)	score.(Gaertner)	coverage.(Agg)	coverage.(iPSC)	coverage.(MB1)	coverage.(Gaertner)	start.(Agg)	start.(iPSC)	start.(MB1)	start.(Gaertner)	end.(Agg)	end.(iPSC)	end.(MB1)	end.(Gaertner)	comment	match.to.riboseq.call	chrom	chromStart	chromEnd	orf.name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts
all13596	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	9930398	9931972	all13596	0	-	9930398	9931972	0,0,0	2	59,82,	0,1492,
all13620	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	17487130	17487178	all13620	0	-	17487130	17487178	0,0,0	1	48,	0,
all13837	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	110284834	110284987	all13837	0	+	110284834	110284987	0,0,0	1	153,	0,
all13877	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	135646198	135648556	all13877	0	+	135646198	135648556	0,0,0	2	33,153,	0,2205,
all13904	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	153797460	153798433	all13904	0	+	153797460	153798433	0,0,0	4	72,90,66,105,	0,264,610,868,
all13911	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	154275395	154275701	all13911	0	+	154275395	154275701	0,0,0	2	88,86,	0,220,
all13923	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	154506810	154507328	all13923	0	-	154506810	154507328	0,0,0	2	96,126,	0,392,
all13925	Trunc_Novel:CDSFrameOverlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	154602241	154602524	all13925	0	-	154602241	154602524	0,0,0	2	7,140,	0,143,
all13930	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	155138095	155138281	all13930	0	+	155138095	155138281	0,0,0	2	3,102,	0,84,
all13932	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	155220200	155238842	all13932	0	+	155220200	155238842	0,0,0	5	107,67,99,139,71,	0,7034,8183,16028,18571,
all13968	Trunc_3'UTR:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	190970702	190976939	all13968	0	-	190970702	190976939	0,0,0	4	15,103,76,100,	0,4127,5109,6137,
all13973	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	194405918	194412273	all13973	0	-	194405918	194412273	0,0,0	2	198,75,	0,6280,
all14016	Trunc_5'UTR:CDSFrameOverlap_Overlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	53107094	53108634	all14016	0	-	53107094	53108634	0,0,0	2	127,113,	0,1427,
all14079	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	66076321	66078530	all14079	0	+	66076321	66078530	0,0,0	3	87,75,108,	0,553,2101,
all14191	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	28316367	28319629	all14191	0	+	28316367	28319629	0,0,0	2	56,121,	0,3141,
all14193	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	28319542	28319629	all14193	0	+	28319542	28319629	0,0,0	1	87,	0,
all14210	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	39757347	39768471	all14210	0	-	39757347	39768471	0,0,0	4	21,88,53,48,	0,3983,8709,11076,
all14235	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	199961878	199963811	all14235	0	+	199961878	199963811	0,0,0	2	50,79,	0,1854,
all14267	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	86337407	86345638	all14267	0	+	86337407	86345638	0,0,0	3	123,119,55,	0,7195,8176,
all14278	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	2661679	2661739	all14278	0	+	2661679	2661739	0,0,0	1	60,	0,
all14290	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	149851095	149851506	all14290	0	+	149851095	149851506	0,0,0	1	411,	0,
all14294	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	19655033	19657129	all14294	0	+	19655033	19657129	0,0,0	3	167,112,264,	0,290,1832,
all14295	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	182828731	182828908	all14295	0	+	182828731	182828908	0,0,0	1	177,	0,
all14298	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	67685407	67687774	all14298	0	+	67685407	67687774	0,0,0	4	131,102,238,114,	0,617,942,2253,
all14316	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	155085893	155086543	all14316	0	+	155085893	155086543	0,0,0	3	49,78,131,	0,234,519,
all14338	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	15941968	15942145	all14338	0	-	15941968	15942145	0,0,0	1	177,	0,
all14348	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	212365214	212365325	all14348	0	-	212365214	212365325	0,0,0	1	111,	0,
all14352	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	45628255	45629665	all14352	0	-	45628255	45629665	0,0,0	2	153,90,	0,1320,
all14355	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	183627531	183635680	all14355	0	-	183627531	183635680	0,0,0	4	63,177,73,164,	0,2929,5550,7985,
all14360	Variant_None_Overlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	156009539	156020896	all14360	0	-	156009539	156020896	0,0,0	6	111,78,109,99,155,9,	0,2270,5421,8730,10473,11348,
all14383	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	149842305	149842716	all14383	0	-	149842305	149842716	0,0,0	1	411,	0,
all14390	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	99181243	99195705	all14390	0	+	99181243	99195705	0,0,0	6	6,78,81,147,74,133,	0,4933,6933,13507,13872,14329,
all14401	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	72924316	72933954	all14401	0	+	72924316	72933954	0,0,0	2	177,168,	0,9470,
all14411	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	71188478	71226970	all14411	0	-	71188478	71226970	0,0,0	4	57,177,149,43,	0,1366,13973,38449,
all14419	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	73729942	73737315	all14419	0	-	73729942	73737315	0,0,0	5	87,177,123,163,14,	0,617,2220,4486,7359,
all14426	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	153614884	153615867	all14426	0	-	153614884	153615867	0,0,0	3	138,147,39,	0,350,944,
all14431	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	27071348	27071608	all14431	0	-	27071348	27071608	0,0,0	2	115,8,	0,252,
all14438	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	151803275	151815176	all14438	0	-	151803275	151815176	0,0,0	5	49,152,84,148,38,	0,3545,9081,10893,11863,
all14460	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	15601820	15642138	all14460	0	+	15601820	15642138	0,0,0	3	74,265,231,	0,33603,40087,
all14471	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	219178403	219180739	all14471	0	+	219178403	219180739	0,0,0	5	230,107,31,48,70,	0,518,1329,1794,2266,
all14473	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	33498630	33498717	all14473	0	-	33498630	33498717	0,0,0	1	87,	0,
all14487	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	180984639	180989701	all14487	0	-	180984639	180989701	0,0,0	6	71,71,80,74,52,102,	0,1286,2303,3383,3538,4960,
all14492	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	23893094	23901047	all14492	0	-	23893094	23901047	0,0,0	2	243,240,	0,7713,
all14494	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	113721759	113723500	all14494	0	-	113721759	113723500	0,0,0	3	178,67,79,	0,1146,1662,
all14502	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	94060947	94061529	all14502	0	-	94060947	94061529	0,0,0	1	582,	0,
all14508	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	58310320	58317496	all14508	0	+	58310320	58317496	0,0,0	5	86,85,77,79,57,	0,186,6194,6594,7119,
all14522	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	947889	948437	all14522	0	+	947889	948437	0,0,0	3	3,39,27,	0,226,521,
all14532	Trunc_3'UTR:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	76283392	76283458	all14532	0	+	76283392	76283458	0,0,0	1	66,	0,
all14539	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	271783	314515	all14539	0	+	271783	314515	0,0,0	6	38,62,45,159,110,99,	0,927,32393,34818,39509,42633,
all14563	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	134371571	134390353	all14563	0	+	134371571	134390353	0,0,0	6	68,81,26,90,89,129,	0,2811,5097,9147,16753,18653,
all14598	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	176384230	176388551	all14598	0	-	176384230	176388551	0,0,0	5	144,107,70,109,119,	0,990,2609,4004,4202,
all14610	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	26199534	26199939	all14610	0	+	26199534	26199939	0,0,0	1	405,	0,
all14617	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	5998975	6006764	all14617	0	-	5998975	6006764	0,0,0	3	229,145,70,	0,3377,7719,
all14626	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	125220079	125262962	all14626	0	+	125220079	125262962	0,0,0	6	114,149,102,39,61,129,	0,9038,28202,33637,37018,42754,
all14651	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	23123800	23125819	all14651	0	+	23123800	23125819	0,0,0	4	79,94,125,59,	0,887,1247,1960,
all14655	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	120950860	120966640	all14655	0	+	120950860	120966640	0,0,0	5	64,72,101,66,15,	0,303,2443,4698,15765,
all14657	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	40133058	40134579	all14657	0	-	40133058	40134579	0,0,0	2	201,351,	0,1170,
all14672	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	43639581	43647613	all14672	0	-	43639581	43647613	0,0,0	4	100,77,149,79,	0,991,5669,7953,
all14688	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	141742213	141750354	all14688	0	+	141742213	141750354	0,0,0	5	16,141,88,89,44,	0,1347,1688,3282,8097,
all14699	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	152136831	152139235	all14699	0	-	152136831	152139235	0,0,0	3	93,109,50,	0,1964,2354,
all14739	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	35148377	35179329	all14739	0	+	35148377	35179329	0,0,0	3	114,98,196,	0,30511,30756,
all14749	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	111631380	111642928	all14749	0	+	111631380	111642928	0,0,0	2	363,72,	0,11476,
all14756	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	92692393	92694768	all14756	0	+	92692393	92694768	0,0,0	3	153,51,222,	0,308,2153,
all14789	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	122241883	122261495	all14789	0	-	122241883	122261495	0,0,0	5	160,86,87,127,116,	0,3372,5634,9963,19496,
all14810	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	43919061	43920010	all14810	0	+	43919061	43920010	0,0,0	2	75,93,	0,856,
all14821	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	62357037	62392284	all14821	0	+	62357037	62392284	0,0,0	4	107,119,111,206,	0,32095,34484,35041,
all14844	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	118527479	118530916	all14844	0	+	118527479	118530916	0,0,0	3	133,189,263,	0,1123,3174,
all14854	Variant_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	61421097	61429274	all14854	0	-	61421097	61429274	0,0,0	3	30,219,93,	0,292,8084,
all14877	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	10606274	10613568	all14877	0	-	10606274	10613568	0,0,0	5	100,83,111,59,130,	0,1579,3556,4347,7164,
all14939	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	77708105	77717561	all14939	0	+	77708105	77717561	0,0,0	4	103,59,108,66,	0,2732,7666,9390,
all14947	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	105466711	105470215	all14947	0	+	105466711	105470215	0,0,0	4	31,32,152,151,	0,2755,3129,3353,
all14950	Variant_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	64942606	64942726	all14950	0	-	64942606	64942726	0,0,0	1	120,	0,
all14955	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	23095581	23098081	all14955	0	+	23095581	23098081	0,0,0	2	38,424,	0,2076,
all14979	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	45587410	45606514	all14979	0	+	45587410	45606514	0,0,0	5	115,142,88,87,120,	0,4724,15689,18017,18984,
all14984	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	34435200	34462237	all14984	0	-	34435200	34462237	0,0,0	2	104,142,	0,26895,
all14988	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	103912665	103921517	all14988	0	-	103912665	103921517	0,0,0	4	29,24,124,48,	0,1295,2400,8804,
all14994	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	52551933	52568982	all14994	0	-	52551933	52568982	0,0,0	3	171,123,135,	0,5166,16914,
all15011	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	64075517	64093672	all15011	0	-	64075517	64093672	0,0,0	3	20,165,28,	0,13169,18127,
all15013	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	50025303	50035458	all15013	0	+	50025303	50035458	0,0,0	6	37,72,74,110,55,42,	0,1092,4421,8093,8798,10113,
all15018	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	87402174	87403097	all15018	0	+	87402174	87403097	0,0,0	2	107,175,	0,748,
all15028	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	21161170	21179556	all15028	0	+	21161170	21179556	0,0,0	4	108,169,139,82,	0,9266,12839,18304,
all15036	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	57246137	57252267	all15036	0	+	57246137	57252267	0,0,0	5	4,107,86,97,102,	0,2399,3629,4273,6028,
all15040	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	1314024	1324793	all15040	0	+	1314024	1324793	0,0,0	6	72,84,73,110,80,64,	0,268,1629,6149,6413,10705,
all15043	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	71865044	71879961	all15043	0	-	71865044	71879961	0,0,0	3	4,145,55,	0,2848,14862,
all15044	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	72086636	72090764	all15044	0	-	72086636	72090764	0,0,0	3	166,152,147,	0,2350,3981,
all15053	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	68301274	68301349	all15053	0	-	68301274	68301349	0,0,0	1	75,	0,
all15067	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	29453632	29454343	all15067	0	-	29453632	29454343	0,0,0	3	100,98,153,	0,383,558,
all15077	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	60663255	60663552	all15077	0	+	60663255	60663552	0,0,0	1	297,	0,
all15083	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	227299	229297	all15083	0	-	227299	229297	0,0,0	3	37,70,19,	0,1033,1979,
all15085	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	7309614	7311640	all15085	0	+	7309614	7311640	0,0,0	4	186,105,132,63,	0,1403,1735,1963,
all15089	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	76729692	76733686	all15089	0	+	76729692	76733686	0,0,0	4	102,238,85,166,	0,3285,3600,3828,
all15098	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	15978046	15978127	all15098	0	-	15978046	15978127	0,0,0	1	81,	0,
all15111	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	75038931	75046930	all15111	0	-	75038931	75046930	0,0,0	6	132,63,72,97,131,6,	0,277,1160,3249,3597,7993,
all15112	Variant_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	75131002	75131275	all15112	0	-	75131002	75131275	0,0,0	2	103,95,	0,178,
all15124	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	51209406	51259145	all15124	0	-	51209406	51259145	0,0,0	6	24,83,115,134,202,3,	0,7927,9523,10923,15601,49736,
all15125	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	39729521	39730257	all15125	0	-	39729521	39730257	0,0,0	3	84,77,64,	0,163,672,
all15128	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	48607841	48608048	all15128	0	-	48607841	48608048	0,0,0	1	207,	0,
all15129	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	17305832	17306379	all15129	0	+	17305832	17306379	0,0,0	2	125,214,	0,333,
all15135	Variant_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	40743910	40749581	all15135	0	-	40743910	40749581	0,0,0	4	71,125,69,101,	0,648,1219,5570,
all15137	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	54207440	54207575	all15137	0	+	54207440	54207575	0,0,0	1	135,	0,
all15142	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	47221801	47226599	all15142	0	-	47221801	47226599	0,0,0	2	117,36,	0,4762,
all15152	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	54214431	54219150	all15152	0	+	54214431	54219150	0,0,0	3	27,141,132,	0,868,4587,
all15168	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	45687552	45691897	all15168	0	-	45687552	45691897	0,0,0	3	175,180,11,	0,834,4334,
all15175	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	43459190	43459304	all15175	0	+	43459190	43459304	0,0,0	1	114,	0,
all15176	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	44589820	44618364	all15176	0	+	44589820	44618364	0,0,0	3	46,174,80,	0,24713,28464,
all15178	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	18197469	18202677	all15178	0	-	18197469	18202677	0,0,0	4	191,125,119,165,	0,1255,2857,5043,
all15194	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	49446381	49449511	all15194	0	-	49446381	49449511	0,0,0	7	42,144,76,130,82,62,37,	0,169,642,956,1445,1619,3093,
all15207	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	63700442	63706732	all15207	0	-	63700442	63706732	0,0,0	6	88,101,71,82,83,82,	0,159,1387,1693,5914,6208,
all15270	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	151403685	151405058	all15270	0	+	151403685	151405058	0,0,0	2	55,143,	0,1230,
all15315	Variant_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	11553745	11555524	all15315	0	-	11553745	11555524	0,0,0	4	65,71,134,3,	0,265,486,1776,
all15340	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	16391389	16395140	all15340	0	+	16391389	16395140	0,0,0	3	35,255,103,	0,1838,3648,
all15399	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	41387443	41387572	all15399	0	-	41387443	41387572	0,0,0	1	129,	0,
all15520	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	74232105	74232198	all15520	0	-	74232105	74232198	0,0,0	1	93,	0,
all15552	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	92246529	92247920	all15552	0	-	92246529	92247920	0,0,0	3	117,83,43,	0,532,1348,
